Date,Title,Content,Author,Corporate Author,Class
FEB 11 2020,,"Commissioner Linda Kunje is now responding to questions before the Public Appointments Committee (PAC). Among other statements, she claims that altered votes were not permissible and states that Tippex was used solely for corrections.",Faith Kantambe,Times 360 Malawi,1
JAN 14 2020,,"Reyneck Matemba: ""Yes, we know that at some point, we lost credibility, but we have tried to rebuild that.""",,Times 360 Malawi,1
FEB 3 2020,,MCP supporters are celebrating at the party's headquarters in Lilongwe.,MacDonald Thom and Jameson Chauluka,Times 360 Malawi,1
FEB 25 2020,,"DPP Secretary General, Griselda Jeffrey says the Democratic Progressive Party and the United Democratic Front have formed an alliance.",Sharon Chirwa,Times 360 Malawi,1
FEB 10 2020,,"Bishop Nkosi reveals that she considered resigning but decided to wait until she appears before the committee, where her fate and that of the other commissioners will be determined. She adds that her decision to wait is to avoid losing her benefits, as advised.",Audrey Kapalamula,Times 360 Malawi,1
FEB 10 2020,,Parliament has reversed its decision to allow media houses to cover the live appearance of the Malawi Electoral Commission before the Public Appointments Committee. Times will instead broadcast a recording of the deliberations this evening on both Times Radio and Times TV.,,Times 360 Malawi,1
6 days ago,BOMA LIKUBA MOPANDA MANYAZI | ONJEZANI KENANI,"Mkulu wina otchuka pa nkhani zothandiza anthu ochepekedwa a Mr Onjezani Kenani wati ndiokhumudwa ndi kuba komwe kukuchitika m'boma pakadali pano. Iye wati kuba komwe kukuchitika ndikopanda nako manyazi ndipo kwafika pamponda chimera.
A Kenani omwe amakhala ku Ulaya kuzera pa tsamba lao la Facebook ati ngati mdzika ya dziko lino ndiodabwa kuti boma linasegura company yabodza ndikuyigwiritsa ntchito ngati njira yobera chuma cha boma chopitilira 1 Trillion Kwacha.
Iwo amalankhulapo pa  report lomwe latuluka mmanyuzipela a mdziko lino monga Weekend Nation komanso Daily Times omwe asindikidza ukamberembere komanso katangare omwe unachitika pa ndondomeko yakagulidwe ka mafuta.
Ena mwa anthu omwe akhuzidwa ndi nkhaniyi ndi Nduna yazamaulendo a Hon Jacob Hara, mlembi wamkulu wa mtsogoleri wa dziko lino a Ms Collin Zamba komanso company yogula komanso kusunga mafuta ya NOCMA izi ndi malingana ndi nyuzipepalazi.",,Times Exclusive,0
FEB 12 2020,,"Ansah announces that they have begun implementing the Constitutional Court's ruling for fresh elections by preparing a budget, as a stay order has not yet been granted.",,Times 360 Malawi,1
10/3/2024,,"Mark Katsonga Phiri President of PPM has cast doubt on Tonse alliance government that it will fulfill its promises to Malawians as cost of living has skyrocketed for average person, lawlessness and corruption are the order of the day, the country looks weak due to poor leadership. He is speaking at UDF convention where he has been invited.",,Malawi Voice,0
JAN 30 2020,,Unofficial results at Chaulongwe polling centre: Peter Dimba MCP  33 Julius Chombwe MMD  0 Frank Mazizi DPP  2 Patson Kachingwe  IND 5 Samson Phinifolo. IND   0,Audrey Kapalamula,Times 360 Malawi,1
JAN 30 2020,,"All set for UTM press conference to be addressed by the party’s president Saulos Klaus Chilima. Chilima, who is one of the petitioners in the presidential election results case whose verdict will be given by the constitutional court on Monday, will hold the presser at UTM headquarters at Area 10 in Lilongwe. The briefing is slated for 10 am.",Taonga Sabola,Times 360 Malawi,1
FEB 4 2020,,MCP President Lazarus Chakwera states that the party is willing to collaborate with any party for Malawi's development.,Sharon Chirwa,Times 360 Malawi,1
,BCC facelift’s delay irks VP ,"Vice –President Michael Usi has expressed anger at the ‘snail’ pace of Blantyre Cultural Centers (BCC) renovation works, saying the delay is contributing to immoral behaviour among youth in the city.  
In an interview yesterday after touring the once mighty entertainment venue in Blantyre, Usi said it was worrisome that the construction works keep on delaying a development he said is affecting artists and entertainment enthusiasts. 
He condemned the lazy attitude in most government ministries, departments and agencies(MDAs) which he described as ‘ we will do it tomorrow attitude,’ saying it is affecting the progress of some of the country's developmental projects.  

Said Usi “it is disappointing that this facility has taken this long for completion. This attitude must stop. These projects are for Malawians , look at the youth in Blantyre, where do they go on weekends for entertainment? This forces some people to be in alcohol abused. 

“When they have challenges, they [contractors] can reach out to my office because we are a team. 

He then asked Opco Limited managing director Akhar Qureshi to give a timeframe to complete the rehabilitation work. 

In his response Qureshi assured Usi to complete the work within four months. 

“So today is 23rd July and l want to see Blantyre Cultural Centre opened in November. So, we would like to see this thing move fast,” said Usi.  

He then signed an agreement with Ministry of Transport and Public works director of buildings Sam Ngoma to ensure that the facility be opened by November.  

In 2022 government awarded a K150 million contract to Opco Limited to rehabilitate the facility. ",,National Publications Limited,1
